;name;SKU;price;department;sector
160;Chinelo de Dedo Infantil Menina Ipanema Glitter ;1002691606;42.01;moda;calçados-infantis
161;Chinelo infantil Menina Polly Pocket Ipanema ;1002691603;32.29;moda;calçados-infantis
162;Chinelo Feminino Havaianas Slim Lisa Varias Cores ;1002661677;;moda;calçados-infantis
163;Chinelo Havaianas Baby Brasil ;1002567163;;moda;calçados-infantis
164;Chinelo Havaianas Baby Brasil Elástico Rosa Gum ;1002566578;;moda;calçados-infantis
165;Meia Infantil Pansock Soquete Flamigo Azul Marinho Sola Emborrachada Puket ;1002563730;48.90;moda;calçados-infantis
166;Chinelo de Dedo infantil com elástico turma da mônica baby ipanema Vermelho ;1002691903;25.81;moda;calçados-infantis
167;CHINELO HAVAIANAS INFANTIL SLIM DISNEY 27/8 ROXO PRISMA ;1002483714;;moda;calçados-infantis
168;Chinelo Havaianas Top Marvel Infantil Marinho - Capitão América Menino ;1002430679;;moda;calçados-infantis
169;Chinelo Havaianas Top Marvel Infantil Marinho - Capitão América Menino ;1002430681;;moda;calçados-infantis
170;Chinelo Havaianas New Baby Brasil Logo Azul Naval ;1002422171;49.99;moda;calçados-infantis
171;Chinelo Havaianas New Baby Brasil Logo Azul Naval ;1002422175;;moda;calçados-infantis
172;Meia Calça Marfim Selene Fio 80 Inverno ;1002412139;49.90;moda;calçados-infantis
173;Meia Calça Marfim Selene Fio 80 Inverno ;1002412131;49.90;moda;calçados-infantis
174;Meia Calça Branca Canelada Selene Fio 70 ;1002412140;39.90;moda;calçados-infantis
175;CHINELO HAVAIANAS INFANTIL TOP DISNEY 25/6 PINK ELETRIC ;1002483743;;moda;calçados-infantis
176;Sapato Mocassim Baby Masculino ;1002176987;36.90;moda;calçados-infantis
177;Chinelo Infantil Havaianas Max Heróis Cinza ;1002507963;49.99;moda;calçados-infantis
178;Meia Infantil Lupo Kids Sapatilha Kit c/ 3 Pares ;100551356;29.99;moda;calçados-infantis
179;Meia Infantil Lupo Kids Sapatilha Kit c/ 3 Pares ;100551532;29.99;moda;calçados-infantis
180;;;;moda;calçados-infantis
181;Meia Infantil Lupo Kids Sapatilha Kit c/ 3 Pares ;100551530;29.99;moda;calçados-infantis
182;Meia Infantil Lupo Kids Sapatilha Kit c/ 3 Pares ;100551352;29.99;moda;calçados-infantis
183;Meia Infantil Lupo Kids Cano Médio Kit c/ 3 Pares ;100551464;32.90;moda;calçados-infantis
184;Babuche Infantil Camin Masculino + Meia Conforto Dia a Laranja 21 ;1002402505;;moda;calçados-infantis
185;;;;moda;calçados-infantis
186;;;;moda;calçados-infantis
187;;;;moda;calçados-infantis
188;;;;moda;calçados-infantis
189;Tênis Cano Alto Star Preto Nalu Shoes ;1002527360;49.90;moda;calçados-infantis
190;Babuche Infantil Camin Masculino Tubarão Conforto Dia a - Cinza/Marinho 29 ;1002433533;;moda;calçados-infantis
191;Babuche Infantil Camin Masculino Vídeo Game Conforto Leve - Azul/Amarelo 34 ;1002400283;;moda;calçados-infantis
192;Babuche Infantil Camin Masculino Leão Conforto Dia a - Marinho/Laranja 30 ;1002400304;;moda;calçados-infantis
193;Babuche Infantil Camin Masculino Leão Conforto Dia a - Marinho/Laranja 32 ;1002400322;;moda;calçados-infantis
194;Babuche Led Infantil Camin Feminino Cereja Glitter Conforto Vermelho 22 ;1002400315;;moda;calçados-infantis
195;Babuche Led Infantil Camin Feminino Cereja Glitter Conforto Vermelho 21 ;1002400326;;moda;calçados-infantis
196;Babuche Infantil Camin Masculino Leão Conforto Dia a - Marinho/Laranja 31 ;1002400279;;moda;calçados-infantis
197;Babuche Infantil Camin Masculino Tubarão Conforto Dia a - Cinza/Marinho 32 ;1002400280;;moda;calçados-infantis
198;Babuche Infantil Camin Masculino Leão Conforto Dia a - Marinho/Laranja 34 ;1002400281;;moda;calçados-infantis
199;Sandália Cristal Camin Infantil Feminina Glitter Laço Dourado 27/28 ;1002400724;;moda;calçados-infantis
200;Galocha Plugt Acqua Marinho/Laranja 93.031 ;1002326691;;moda;calçados-infantis
201;;;;moda;calçados-infantis
202;Tênis Infantil Kidy Respi-Tec Azul ;1002420598;69.99;moda;calçados-infantis
203;Galocha Plugt Nuvem Arco Iris Gliter Preto 93.037 ;1002326746;;moda;calçados-infantis
204;Tênis Diversão Canvas Color Têxtil Rosa ;1002419493;69.99;moda;calçados-infantis
205;Galocha Plugt Acqua Jacaré Verde 93.043 ;1002326719;;moda;calçados-infantis
206;Galocha Plugt Acqua Listras Pink 93.042 ;1002327046;;moda;calçados-infantis
207;Galocha Plugt Acqua Dragão Preto 93.044 ;1002326779;;moda;calçados-infantis
208;TÊNIS INFANTIL MOLEKINHO preto cinza laranja ;1002654908;;moda;calçados-infantis
209;Bota Galocha Infantil Cano Médio Resistente e Durável Sete Léguas ;1002344472;59.00;moda;calçados-infantis
210;Sapato Sapatilha Neoprene Infantil Fit Térmico Antiderrapante Borboleta - Roxo - uFrog ;1002105271;70.19;moda;calçados-infantis
211;Tênis Infantil Linda Ju Aranha Azul ;1002511884;59.99;moda;calçados-infantis
212;Meião Infantil Campo Palmeiras Verde Oficial ;100239552;51.90;moda;calçados-infantis
213;Galocha Plugt Acqua Unicórnio Carrossel Pink 93.040 ;1002326743;;moda;calçados-infantis
214;Chuteira Society Infantil A7 Airplane ;1002710565;99.90;moda;calçados-infantis
215;Chuteira Society Infantil A7 Airplane ;1002710549;99.90;moda;calçados-infantis
216;Sandália Papete Cartago Dakar Infantil ;1002691915;85.21;moda;calçados-infantis
217;Chinelo de Dedo Infantil Cartago Detroit ;1002691872;57.13;moda;calçados-infantis
218;Chinelo de Dedo Infantil Cartago Detroit ;1002691846;57.13;moda;calçados-infantis
219;Sandália Bebê Internacional Oficial ;1002528657;51.90;moda;calçados-infantis
220;Sandália Bebê Vitória Torcida Baby ;1002435789;60.90;moda;calçados-infantis
221;Sandália Bebê Bahia Torcida Baby ;1002435421;64.90;moda;calçados-infantis
222;Sandália Bebê Bahia Torcida Baby ;1002421663;;moda;calçados-infantis
223;Sandália Bebê Vitória Torcida Baby ;1002418822;60.90;moda;calçados-infantis
224;Chuteira Society Infantil A7 Airplane ;1002710573;99.90;moda;calçados-infantis
225;Chuteira Society Infantil A7 Airplane ;1002710553;99.90;moda;calçados-infantis
226;Chuteira Society Infantil A7 Airplane ;1002710557;99.90;moda;calçados-infantis
227;Chuteira Society Infantil A7 Airplane ;1002710556;99.90;moda;calçados-infantis
228;Chuteira Society Infantil A7 Airplane ;1002710564;99.90;moda;calçados-infantis
229;Chuteira Society Infantil A7 Airplane ;1002710558;99.90;moda;calçados-infantis
230;Chuteira Society Infantil A7 Airplane ;1002710579;99.90;moda;calçados-infantis
231;Chuteira Society Infantil A7 Airplane ;1002710568;99.90;moda;calçados-infantis
